fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol
6.6,0.27,0.25,1.2,0.033,3.6109179126442243,3.16,0.37,12.4
6.8,0.36,0.32,1.6,0.039,2.3978952727983707,3.3,0.67,9.6
6.4,0.24,0.49,5.8,0.053,3.258096538021482,3.01,0.98,10.5
6.9,0.67,0.06,2.1,0.08,2.1972245773362196,3.68,0.71,9.6
6.8,0.49,0.22,2.3,0.071,2.6390573296152584,3.41,0.83,11.3
8.9,0.27,0.28,0.8,0.024,3.4011973816621555,3.01,0.35,12.4
6.2,0.26,0.2,8.0,0.047,3.58351893845611,3.11,0.42,10.4
7.9,0.43,0.21,1.6,0.106,2.3978952727983707,3.17,0.91,9.5
6.4,0.16,0.37,1.5,0.037000000000000005,3.332204510175204,3.38,0.5,9.8
7.1,0.2,0.3,0.9,0.019,1.6094379124341003,3.2,0.36,12.0
6.9,0.2,0.36,1.5,0.031,3.6635616461296463,3.35,0.56,11.0
7.6,0.32,0.58,16.75,0.05,3.784189633918261,3.15,0.54,9.2
6.7,0.33,0.34,6.6,0.067,3.58351893845611,3.11,0.48,9.3
6.3,0.25,0.22,3.3,0.048,3.7376696182833684,3.16,0.5,10.5
6.7,0.16,0.49,2.4,0.046,4.060443010546419,3.62,0.81,10.4
6.9,0.32,0.13,7.8,0.042,2.4849066497880004,3.23,0.37,9.2
6.7,0.45,0.3,5.3,0.036000000000000004,3.332204510175204,3.12,0.46,12.2
7.1,0.12,0.32,9.6,0.054000000000000006,4.174387269895637,3.4,0.41,9.4
6.1,0.15,0.35,15.8,0.042,4.02535169073515,3.24,0.37,10.6
7.3,0.365,0.49,2.5,0.08800000000000001,3.6888794541139363,3.36,0.78,11.0
8.9,0.565,0.34,3.0,0.09300000000000001,2.833213344056216,3.38,0.61,9.5
5.0,1.02,0.04,1.4,0.045,3.7376696182833684,3.75,0.48,10.5
8.0,0.25,0.26,14.0,0.043,3.7376696182833684,3.03,0.57,8.7
6.1,0.38,0.14,3.9,0.06,3.332204510175204,3.07,0.34,9.2
7.4,0.45,0.32,7.1,0.044000000000000004,2.8903717578961645,3.32,0.41,10.4
7.2,0.24,0.36,2.0,0.028999999999999998,3.091042453358316,3.13,0.63,12.5
8.2,0.28,0.6,3.0,0.10400000000000001,2.3978952727983707,3.39,0.68,10.6
5.7,0.18,0.22,4.2,0.042,3.258096538021482,3.35,0.39,9.4
7.9,0.545,0.06,4.0,0.087,3.332204510175204,3.36,0.67,10.7
6.8,0.77,0.0,1.8,0.066,3.5553480614894135,3.62,0.68,9.9
6.7,0.36,0.28,8.3,0.034,3.4011973816621555,2.96,0.39,12.5
7.9,0.26,0.33,10.3,0.039,4.30406509320417,2.93,0.49,9.5
7.3,0.28,0.36,12.7,0.04,3.6635616461296463,3.3,0.79,9.6
6.9,0.24,0.33,4.8,0.04,2.833213344056216,3.26,0.64,10.7
6.6,0.13,0.3,4.9,0.057999999999999996,3.871201010907891,3.51,0.45,10.3
7.4,0.64,0.17,5.4,0.168,3.970291913552122,3.28,0.5,9.5
8.9,0.4,0.51,2.6,0.052000000000000005,2.6390573296152584,3.32,0.9,13.4
7.7,0.3,0.34,1.2,0.048,1.6094379124341003,3.18,0.34,12.1
10.0,0.38,0.38,1.6,0.16899999999999998,3.332204510175204,3.15,0.65,8.5
5.8,0.28,0.66,9.1,0.039,3.295836866004329,3.66,0.55,10.8
9.1,0.45,0.35,2.4,0.08,3.1780538303479458,3.38,0.62,9.5
6.7,0.34,0.54,16.3,0.047,3.8066624897703196,3.04,0.56,8.8
6.9,0.18,0.36,1.3,0.036000000000000004,3.713572066704308,3.27,0.95,9.5
7.0,0.22,0.26,1.1,0.037000000000000005,3.044522437723423,3.1,0.38,11.7
6.9,0.22,0.32,9.3,0.04,3.1354942159291497,3.34,0.54,10.7
6.6,0.28,0.3,12.9,0.033,3.4657359027997265,3.12,0.39,11.2
6.7,0.675,0.07,2.4,0.08900000000000001,2.8903717578961645,3.35,0.54,10.1
6.7,0.54,0.13,2.0,0.076,2.772588722239781,3.61,0.64,9.8
7.0,0.6,0.3,4.5,0.068,3.044522437723423,3.3,1.17,10.2
6.8,0.15,0.33,4.7,0.059000000000000004,3.4657359027997265,3.43,0.39,9.0
8.6,0.16,0.38,3.4,0.04,3.7376696182833684,2.95,0.39,10.2
6.8,0.41,0.3,8.8,0.045,3.367295829986474,3.12,0.59,9.9
8.4,0.39,0.1,1.7,0.075,1.9459101490553132,3.09,0.43,9.7
10.5,0.42,0.66,2.95,0.11599999999999999,2.5649493574615367,3.24,0.75,11.7
6.2,0.345,0.27,10.1,0.055999999999999994,3.6635616461296463,3.31,0.56,10.6
6.3,0.3,0.91,8.2,0.034,3.9318256327243257,3.39,0.49,11.7
7.0,0.43,0.36,1.6,0.08900000000000001,2.70805020110221,3.34,0.56,9.2
5.7,0.21,0.24,2.3,0.047,4.110873864173311,3.65,0.72,10.1
8.3,0.39,0.7,10.6,0.045,3.5263605246161616,3.09,0.57,9.4
6.7,0.64,0.23,2.1,0.08,2.4849066497880004,3.36,0.7,10.9
6.3,0.2,0.19,12.3,0.048,4.007333185232471,3.16,0.42,9.3
7.2,0.66,0.03,2.3,0.078,2.833213344056216,3.53,0.57,9.7
7.0,0.14,0.28,1.3,0.026000000000000002,2.3978952727983707,3.46,0.45,9.9
6.0,0.27,0.27,1.6,0.046,3.4965075614664802,3.41,0.51,10.5
5.6,0.54,0.04,1.7,0.049,1.791759469228055,3.72,0.58,11.4
5.8,0.32,0.23,1.5,0.033,3.6888794541139363,2.96,0.35,12.0
7.6,0.2,0.26,4.5,0.086,3.6375861597263857,3.15,0.42,9.2
8.1,0.12,0.49,1.2,0.042,3.784189633918261,3.13,0.48,9.7
7.9,0.32,0.51,1.8,0.341,2.8903717578961645,3.04,1.08,9.2
7.6,0.27,0.52,3.2,0.043,3.367295829986474,3.02,0.53,11.4
7.4,0.7,0.0,1.9,0.076,2.4849066497880004,3.51,0.56,9.4
7.9,0.69,0.21,2.1,0.08,3.5263605246161616,3.25,0.51,9.9
6.8,0.32,0.18,7.5,0.040999999999999995,4.276666119016055,3.14,0.41,8.9
7.8,0.43,0.49,13.0,0.033,3.6375861597263857,3.14,0.35,11.3
6.0,0.25,0.28,2.2,0.026000000000000002,4.007333185232471,3.43,0.65,12.9
11.6,0.41,0.54,1.5,0.095,3.1354942159291497,3.02,0.76,9.9
6.6,0.27,0.52,8.1,0.044000000000000004,3.9889840465642745,3.18,0.48,9.5
8.2,0.23,0.29,1.8,0.047,3.871201010907891,3.13,0.5,10.2
6.6,0.25,0.41,7.4,0.043,3.4011973816621555,3.15,0.6,10.2
6.8,0.29,0.34,3.5,0.054000000000000006,3.295836866004329,3.42,0.58,10.4
7.3,0.2,0.26,1.6,0.04,3.6109179126442243,3.34,0.44,10.8
6.6,0.26,0.25,11.6,0.045,3.828641396489095,3.33,0.43,9.8
7.0,0.39,0.21,10.7,0.098,2.6390573296152584,3.03,0.47,9.3
6.9,0.21,0.24,1.8,0.021,2.8903717578961645,3.15,0.46,12.3
7.5,0.31,0.24,7.1,0.031,3.367295829986474,3.16,0.38,10.6
11.8,0.23,0.38,11.1,0.034,2.772588722239781,2.93,0.55,9.7
6.8,0.28,0.44,9.3,0.031,3.58351893845611,3.16,0.36,10.4
9.9,0.35,0.41,2.3,0.083,2.4849066497880004,3.21,0.5,9.5
6.8,0.33,0.44,7.0,0.05,3.4011973816621555,3.14,0.42,9.5
7.5,0.57,0.08,2.6,0.08900000000000001,2.70805020110221,3.3,0.59,10.4
7.1,0.29,0.49,1.2,0.031,3.4965075614664802,3.07,0.33,12.2
6.0,0.28,0.52,6.2,0.027999999999999997,3.6375861597263857,3.28,0.51,11.8
6.2,0.57,0.1,2.1,0.048,1.6094379124341003,3.44,0.76,10.8
7.6,0.27,0.25,13.9,0.05,3.828641396489095,3.34,0.5,9.8
6.8,0.3,0.24,6.6,0.12300000000000001,3.58351893845611,3.07,0.48,9.4
7.1,0.21,0.33,1.2,0.039,3.5553480614894135,3.11,0.75,11.2
7.2,0.23,0.38,14.3,0.057999999999999996,4.02535169073515,3.09,0.44,9.0
6.4,0.38,0.19,4.5,0.038,3.6109179126442243,3.07,0.42,11.2
7.1,0.24,0.34,1.2,0.045,1.9459101490553132,3.16,0.46,11.2
7.8,0.26,0.31,3.6,0.025,3.1354942159291497,2.99,0.47,12.1
7.5,0.38,0.48,2.6,0.073,3.1354942159291497,3.32,0.7,9.6
6.8,0.17,0.17,5.1,0.049,3.295836866004329,3.0,0.38,9.8
7.7,0.43,0.25,2.6,0.073,3.4011973816621555,3.37,0.58,10.5
5.6,0.39,0.24,4.7,0.034,3.332204510175204,3.28,0.36,12.7
11.4,0.26,0.44,3.6,0.071,1.9459101490553132,3.12,0.82,9.3
5.6,0.41,0.24,1.9,0.034,2.3978952727983707,3.32,0.5,13.5
7.5,0.33,0.32,11.1,0.036000000000000004,3.258096538021482,3.15,0.34,10.5
5.9,0.26,0.3,1.0,0.036000000000000004,3.6635616461296463,3.58,0.48,9.4
10.2,0.42,0.57,3.4,0.07,1.6094379124341003,3.04,0.63,9.6
3.8,0.31,0.02,11.1,0.036000000000000004,3.044522437723423,3.75,0.44,12.4
7.2,0.17,0.34,6.4,0.042,2.833213344056216,2.99,0.4,10.8
6.9,0.23,0.34,2.7,0.032,3.2188758248682006,3.14,0.38,12.4
6.8,0.34,0.69,1.3,0.057999999999999996,2.5649493574615367,3.06,0.47,9.7
7.0,0.44,0.24,12.1,0.055999999999999994,4.23410650459726,3.05,0.5,9.5
6.4,0.14,0.28,7.9,0.057,3.091042453358316,3.26,0.36,10.0
7.1,0.22,0.49,1.8,0.039,2.1972245773362196,3.39,0.56,12.4
7.5,0.27,0.36,7.0,0.036000000000000004,3.828641396489095,3.03,0.33,11.0
6.6,0.22,0.28,4.9,0.042,3.9512437185814275,3.3,0.75,9.5
6.7,0.48,0.49,2.9,0.03,3.367295829986474,3.13,0.4,13.0
5.6,0.205,0.16,12.55,0.051,3.4657359027997265,3.4,0.38,10.8
6.6,0.39,0.39,11.9,0.057,3.9512437185814275,3.26,0.51,8.9
6.7,0.13,0.32,3.7,0.017,3.4965075614664802,3.12,0.44,10.0
7.6,0.68,0.02,1.3,0.07200000000000001,2.302585092994046,3.17,1.08,9.2
6.7,0.24,0.33,12.3,0.046,3.4657359027997265,3.36,0.4,9.5
7.1,0.59,0.0,2.1,0.091,2.302585092994046,3.42,0.55,11.5
6.9,0.25,0.27,9.05,0.039,3.6375861597263857,3.27,0.34,11.3
8.2,0.23,0.4,7.5,0.049,2.5649493574615367,3.06,0.84,9.7
6.8,0.19,0.4,9.85,0.055,3.7376696182833684,2.98,0.56,10.5
7.7,0.23,0.37,1.8,0.046,3.1780538303479458,3.41,0.71,12.1
5.7,0.385,0.04,12.6,0.034,3.1354942159291497,3.28,0.63,9.9
5.8,0.15,0.31,5.9,0.036000000000000004,2.0794415416798357,3.2,0.43,11.9
7.3,0.3,0.74,13.5,0.039,3.8501476017100584,3.02,0.4,8.7
6.1,0.34,0.46,4.7,0.028999999999999998,3.091042453358316,3.29,0.62,12.3
6.8,0.32,0.3,3.3,0.028999999999999998,2.772588722239781,3.33,0.63,12.6
8.4,0.6,0.1,2.2,0.085,2.70805020110221,3.15,0.66,9.8
7.1,0.42,0.2,2.8,0.038,3.367295829986474,3.23,0.47,13.4
6.3,0.34,0.36,4.9,0.035,3.4657359027997265,3.15,0.49,9.7
7.8,0.58,0.13,2.1,0.102,2.8903717578961645,3.24,0.53,11.2
6.4,0.35,0.35,5.6,0.034,2.302585092994046,3.17,0.5,9.8
6.7,0.4,0.22,8.8,0.052000000000000005,3.2188758248682006,3.22,0.45,9.4
5.6,0.24,0.34,2.0,0.040999999999999995,2.70805020110221,3.04,0.45,11.6
8.7,0.24,0.35,0.6,0.042,2.4849066497880004,3.08,0.38,10.6
6.4,0.24,0.29,11.4,0.051,3.4965075614664802,3.31,0.45,9.5
9.1,0.22,0.24,2.1,0.078,0.6931471805599453,3.41,0.87,10.3
6.7,0.19,0.34,1.0,0.022000000000000002,3.1354942159291497,3.23,0.57,11.1
6.6,0.25,0.51,8.0,0.047,4.127134385045092,3.22,0.49,9.2
6.8,0.28,0.43,7.6,0.03,3.4339872044851463,3.08,0.59,12.5
8.2,0.37,0.64,13.9,0.043,3.1354942159291497,2.99,0.8,9.3
9.5,0.21,0.47,1.3,0.039,3.091042453358316,2.9,0.64,9.5
6.9,0.28,0.28,12.2,0.042,3.970291913552122,3.03,0.56,10.4
6.6,0.52,0.04,2.2,0.069,2.1972245773362196,3.4,0.63,9.4
7.8,0.42,0.26,9.2,0.057999999999999996,3.5553480614894135,3.14,0.55,9.3
5.8,0.34,0.21,7.2,0.040999999999999995,3.8918202981106265,3.16,0.49,9.8
7.0,0.21,0.42,5.3,0.037000000000000005,3.6109179126442243,3.14,0.52,10.9
6.1,0.32,0.25,2.3,0.071,3.1780538303479458,3.42,0.97,10.6
6.4,0.31,0.31,12.9,0.045,4.02535169073515,3.02,0.59,10.2
5.9,0.46,0.14,2.7,0.042,3.332204510175204,3.46,0.51,10.6
7.6,0.31,0.27,5.8,0.036000000000000004,3.1780538303479458,3.34,0.54,11.0
6.9,0.33,0.21,1.0,0.053,3.6888794541139363,3.12,0.45,9.4
6.2,0.27,0.26,12.1,0.046,3.784189633918261,3.16,0.37,10.8
7.6,0.19,0.37,13.1,0.033,3.970291913552122,3.18,0.79,10.4
7.1,0.36,0.37,4.8,0.019,3.6888794541139363,3.08,0.49,12.7
7.3,0.55,0.03,1.6,0.07200000000000001,2.8903717578961645,3.37,0.48,9.0
6.0,0.28,0.27,2.3,0.051,3.1780538303479458,3.23,0.67,10.3
6.2,0.31,0.26,4.8,0.037000000000000005,3.6109179126442243,3.21,0.41,10.4
6.3,0.27,0.18,7.7,0.048,3.828641396489095,3.23,0.47,9.0
7.7,0.28,0.3,2.0,0.062,2.9444389791664403,3.28,0.9,11.3
6.5,0.21,0.42,1.1,0.059000000000000004,3.5263605246161616,3.12,0.38,9.7
6.9,0.4,0.17,12.9,0.033,4.0943445622221,3.08,0.49,9.4
7.3,0.17,0.23,6.3,0.051,3.58351893845611,3.36,0.54,10.0
7.7,0.27,0.49,3.8,0.037000000000000005,3.8501476017100584,3.04,0.38,11.6
8.2,0.38,0.49,13.6,0.042,4.07753744390572,3.1,0.54,9.4
8.9,0.595,0.41,7.9,0.086,3.4339872044851463,3.27,0.57,9.3
7.7,0.39,0.12,1.7,0.09699999999999999,2.995732273553991,3.16,0.49,9.4
6.8,0.67,0.0,1.9,0.08,3.1354942159291497,3.4,0.74,9.7
7.5,0.19,0.4,7.1,0.055999999999999994,3.9318256327243257,3.06,0.52,9.9
6.9,0.27,0.25,7.5,0.03,2.9444389791664403,3.09,0.38,13.0
6.9,0.3,0.21,7.2,0.045,4.007333185232471,3.22,0.48,9.4
6.2,0.39,0.24,4.8,0.037000000000000005,3.828641396489095,3.23,0.43,11.2
5.6,0.235,0.29,1.2,0.047,3.5263605246161616,3.34,0.5,11.0
6.7,0.19,0.39,1.0,0.032,2.70805020110221,3.31,0.38,13.0
7.6,0.18,0.36,2.4,0.049,3.6635616461296463,3.6,0.46,10.3
6.3,0.21,0.28,1.5,0.051,3.8501476017100584,3.23,0.42,10.1
7.6,0.31,0.24,1.8,0.037000000000000005,3.6888794541139363,3.05,0.44,11.8
6.0,0.39,0.13,1.2,0.042,4.110873864173311,3.06,0.52,10.6
8.1,0.3,0.31,1.1,0.040999999999999995,3.912023005428146,2.99,0.45,11.1
5.8,0.19,0.24,1.3,0.044000000000000004,3.6635616461296463,3.77,0.6,10.6
10.0,0.48,0.24,2.7,0.102,2.6390573296152584,3.28,0.56,10.0
6.2,0.41,0.22,1.9,0.023,1.791759469228055,3.04,0.79,13.0
6.3,0.28,0.22,11.5,0.036000000000000004,3.332204510175204,3.0,0.33,10.6
8.0,0.59,0.05,2.0,0.08900000000000001,2.5649493574615367,3.36,0.61,10.0
7.2,0.21,0.41,1.3,0.036000000000000004,3.5263605246161616,3.17,0.51,10.4
6.7,0.42,0.46,9.7,0.054000000000000006,4.219507705176107,3.23,0.5,9.0
7.3,0.21,0.33,1.0,0.037000000000000005,4.204692619390966,3.11,0.52,10.2
6.3,0.57,0.28,2.1,0.048,2.6390573296152584,3.41,0.6,12.8
7.7,1.005,0.15,2.1,0.102,2.4849066497880004,3.23,0.48,10.0
9.1,0.64,0.23,3.1,0.095,2.6390573296152584,3.28,0.59,9.7
6.0,0.14,0.37,1.2,0.032,4.1588830833596715,3.32,0.44,11.2
6.0,0.34,0.29,6.1,0.046,3.4011973816621555,3.48,0.57,10.7
7.8,0.88,0.0,2.6,0.098,3.258096538021482,3.2,0.68,9.8
13.0,0.47,0.49,4.3,0.085,1.9459101490553132,3.3,0.68,12.7
6.1,0.45,0.27,0.8,0.039,2.6390573296152584,3.23,0.32,9.5
5.6,0.32,0.33,7.4,0.037000000000000005,3.258096538021482,3.25,0.49,11.1
5.7,0.245,0.33,1.1,0.049,3.367295829986474,3.13,0.42,9.3
6.8,0.32,0.3,1.0,0.049,3.1354942159291497,3.24,0.61,10.2
7.2,0.6,0.04,2.5,0.076,2.9444389791664403,3.53,0.55,9.5
6.8,0.15,0.32,8.8,0.057999999999999996,3.2188758248682006,3.4,0.4,8.8
6.9,0.4,0.37,8.9,0.053,3.6109179126442243,3.16,0.5,9.3
7.8,0.25,0.34,13.7,0.044000000000000004,4.204692619390966,3.22,0.75,8.9
6.0,0.29,0.41,10.8,0.048,4.02535169073515,3.09,0.59,10.96666667
9.0,0.4,0.41,2.0,0.057999999999999996,2.772588722239781,3.22,0.6,12.2
7.4,0.68,0.16,1.8,0.078,2.5649493574615367,3.5,0.7,9.9
6.5,0.35,0.31,10.2,0.069,4.07753744390572,3.18,0.49,9.4
7.1,0.35,0.24,15.4,0.055,3.8501476017100584,3.12,0.49,8.8
6.9,0.38,0.29,13.65,0.048,3.970291913552122,3.0,0.6,9.5
6.7,0.3,0.74,5.0,0.038,3.58351893845611,3.21,0.46,9.9
6.6,0.15,0.32,6.0,0.033,4.0943445622221,3.19,0.71,12.1
6.7,0.105,0.32,12.4,0.051,3.5553480614894135,3.54,0.45,9.2
6.6,0.45,0.43,7.2,0.064,3.4657359027997265,3.12,0.44,9.4
6.7,0.16,0.32,12.5,0.035,2.9444389791664403,2.88,0.36,9.0
9.8,0.36,0.46,10.5,0.05604157043879931,1.6094379124341003,2.89,0.3,10.1
6.7,0.24,0.29,14.9,0.053,4.02535169073515,3.03,0.52,9.0
8.0,0.81,0.25,3.4,0.076,3.5553480614894135,3.19,0.42,9.2
7.2,0.5,0.18,2.1,0.071,2.5649493574615367,3.52,0.72,9.6
7.2,0.23,0.39,2.3,0.033,3.4011973816621555,3.26,0.54,12.3
11.5,0.42,0.48,2.6,0.077,2.1972245773362196,3.09,0.53,11.0
6.0,0.29,0.2,12.6,0.045,3.828641396489095,3.33,0.42,9.5
6.4,0.21,0.5,11.6,0.042,3.828641396489095,3.15,0.43,8.8
6.7,0.39,0.31,2.7,0.054000000000000006,3.332204510175204,3.46,0.57,10.5
12.8,0.3,0.74,2.6,0.095,2.302585092994046,3.2,0.77,10.8
8.8,0.41,0.64,2.2,0.09300000000000001,2.302585092994046,3.54,0.66,10.5
5.1,0.33,0.22,1.6,0.027000000000000003,2.9444389791664403,3.51,0.38,12.5
7.0,0.65,0.02,2.1,0.066,2.1972245773362196,3.47,0.67,9.5
9.1,0.76,0.68,1.7,0.414,2.9444389791664403,2.9,1.33,9.1
7.4,0.21,0.8,12.3,0.038,4.356708826689592,2.95,0.48,9.0
8.5,0.37,0.2,2.8,0.09,2.9444389791664403,3.34,0.7,9.6
7.7,0.29,0.48,2.3,0.049,3.6109179126442243,3.17,0.64,10.6
6.0,0.58,0.2,2.4,0.075,2.772588722239781,3.58,0.67,12.5
5.8,0.29,0.26,1.7,0.063,1.3862943611198906,3.39,0.54,13.5
7.1,0.47,0.29,14.8,0.024,3.1354942159291497,3.12,0.48,12.0
7.7,0.705,0.1,2.6,0.084,2.302585092994046,3.39,0.49,9.7
7.8,0.43,0.49,13.0,0.033,3.6375861597263857,3.14,0.35,11.3
7.8,0.16,0.41,1.7,0.026000000000000002,3.4011973816621555,3.02,0.78,12.5
7.8,0.13,0.3,1.8,0.04,3.784189633918261,3.43,0.41,9.0
6.5,0.31,0.14,7.5,0.044000000000000004,3.5553480614894135,3.22,0.5,9.5
8.0,0.18,0.37,0.9,0.049,3.6109179126442243,2.89,0.44,12.7
7.1,0.32,0.24,13.1,0.05,3.970291913552122,3.1,0.49,8.8
7.3,0.32,0.25,7.2,0.055999999999999994,3.871201010907891,3.08,0.47,8.8
7.9,0.35,0.36,1.6,0.038,2.4849066497880004,3.25,0.48,11.0
6.0,0.32,0.3,1.9,0.033,3.7376696182833684,3.29,0.42,12.8
5.9,0.27,0.27,5.0,0.035,2.70805020110221,3.1,0.33,11.8
6.4,0.21,0.44,7.4,0.045,3.871201010907891,3.24,0.46,9.1
6.8,0.36,0.32,1.8,0.067,1.6094379124341003,3.36,0.55,12.8
6.3,0.68,0.01,3.7,0.10300000000000001,3.4965075614664802,3.51,0.66,11.3
7.3,0.23,0.24,0.9,0.031,3.4011973816621555,2.9,0.38,12.2
7.2,0.53,0.13,2.0,0.057999999999999996,2.9444389791664403,3.21,0.68,9.9
5.9,0.21,0.28,4.6,0.053,3.713572066704308,3.72,0.7,10.0
7.7,0.3,0.23,2.0,0.068,3.367295829986474,3.11,0.62,9.8
7.2,0.23,0.38,6.1,0.067,3.044522437723423,3.17,0.79,9.7
5.0,0.24,0.34,1.1,0.034,3.912023005428146,3.32,0.32,13.1
6.2,0.15,0.46,1.6,0.039,3.6635616461296463,3.38,0.51,9.7
6.8,0.11,0.27,8.6,0.044000000000000004,3.828641396489095,3.2,0.37,9.9
7.4,0.26,0.31,2.4,0.043,4.07753744390572,3.42,0.68,10.6
7.9,0.44,0.37,5.85,0.033,3.332204510175204,3.16,0.54,12.6
6.1,0.27,0.28,9.8,0.042,4.127134385045092,3.14,0.42,10.2
7.1,0.25,0.39,2.1,0.036000000000000004,3.4339872044851463,3.28,0.43,12.2
6.4,0.17,0.32,2.4,0.048,3.7376696182833684,3.5,0.5,9.7
8.3,0.2,0.74,4.45,0.044000000000000004,3.5263605246161616,3.25,0.42,12.2
7.2,0.58,0.03,2.3,0.077,2.0794415416798357,3.35,0.52,10.0
7.3,0.4,0.26,5.45,0.016,3.295836866004329,2.84,0.54,13.2
6.8,0.18,0.37,1.5,0.027000000000000003,3.6375861597263857,3.3,0.45,10.8
7.6,0.27,0.29,2.5,0.059000000000000004,3.6375861597263857,3.09,0.37,9.8
7.4,0.16,0.27,15.5,0.05,3.258096538021482,2.9,0.43,8.7
7.0,0.24,0.3,4.2,0.04,3.7376696182833684,3.28,0.49,11.8
5.7,0.45,0.42,1.1,0.051,4.127134385045092,3.02,0.4,9.0
5.4,0.46,0.15,2.1,0.026000000000000002,3.4011973816621555,3.39,0.77,13.4
7.1,0.2,0.31,6.85,0.053,3.4965075614664802,3.31,0.59,10.4
6.9,0.63,0.02,1.9,0.078,2.9444389791664403,3.4,0.75,9.8
8.3,0.16,0.37,7.9,0.025,3.6635616461296463,2.93,0.37,11.9
6.7,0.48,0.02,2.2,0.08,3.6109179126442243,3.1,0.53,9.7
6.8,0.22,0.24,4.9,0.092,3.4339872044851463,3.03,0.46,8.6
7.0,0.17,0.74,12.8,0.045,3.2188758248682006,3.26,0.38,12.2
6.8,0.22,0.3,10.6,0.07,4.219507705176107,2.89,0.42,9.0
7.2,0.27,0.74,12.5,0.037000000000000005,3.871201010907891,3.04,0.44,8.7
6.1,0.33,0.3,3.0,0.036000000000000004,3.4339872044851463,3.31,0.4,13.1
5.4,0.74,0.09,1.7,0.08900000000000001,2.833213344056216,3.67,0.56,11.6
6.6,0.27,0.49,7.8,0.049,4.143134726391533,3.17,0.45,9.4
7.1,0.31,0.25,11.2,0.048,3.4965075614664802,3.14,0.4,9.5
6.3,0.19,0.21,1.8,0.049,3.58351893845611,3.31,0.5,10.3
5.2,0.36,0.02,1.6,0.031,3.2188758248682006,3.44,0.35,12.2
5.6,0.31,0.78,13.9,0.07400000000000001,3.1780538303479458,3.39,0.48,10.5
6.5,0.21,0.4,7.3,0.040999999999999995,3.912023005428146,3.21,0.43,11.0
7.6,0.74,0.0,1.9,0.1,1.9459101490553132,3.36,0.59,11.0
7.0,0.21,0.22,5.1,0.048,3.6635616461296463,3.34,0.49,10.4
7.5,0.18,0.31,11.7,0.051,3.2188758248682006,3.19,0.44,9.5
9.0,0.26,0.34,6.7,0.028999999999999998,3.091042453358316,3.08,0.5,10.6
7.5,0.34,0.24,3.85,0.031,1.791759469228055,3.01,0.36,11.8
6.5,0.32,0.12,11.5,0.033,3.58351893845611,3.22,0.32,9.0
7.4,0.44,0.2,11.5,0.049,3.8066624897703196,3.27,0.44,9.0
6.9,0.28,0.37,9.1,0.037000000000000005,2.833213344056216,3.05,0.54,11.1
8.7,0.31,0.73,14.35,0.044000000000000004,3.332204510175204,2.96,0.88,8.7
11.5,0.35,0.49,3.3,0.07,2.3978952727983707,3.32,0.91,11.0
13.7,0.415,0.68,2.9,0.085,2.8903717578961645,3.06,0.8,10.0
6.1,0.27,0.44,6.7,0.040999999999999995,4.127134385045092,3.12,0.4,8.9
7.3,0.815,0.09,11.4,0.044000000000000004,3.828641396489095,3.15,0.46,9.0
7.1,0.26,0.32,16.2,0.044000000000000004,3.4657359027997265,3.17,0.37,11.2
6.7,0.25,0.23,7.2,0.038,4.127134385045092,3.14,0.35,9.5
4.7,0.335,0.14,1.3,0.036000000000000004,4.248495242049359,3.47,0.46,10.5
8.0,0.38,0.44,1.9,0.098,1.9459101490553132,3.3,0.64,11.4
6.8,0.22,0.35,17.5,0.039,3.6635616461296463,3.24,0.42,9.0
9.3,0.36,0.39,1.5,0.08,3.7376696182833684,3.47,0.73,10.9
6.2,0.33,0.29,1.3,0.042,3.295836866004329,3.77,0.64,9.5
6.9,0.19,0.35,1.7,0.036000000000000004,3.5263605246161616,3.21,0.54,10.8
7.0,0.58,0.12,1.9,0.091,3.5553480614894135,3.44,0.48,10.5
7.6,0.4,0.27,1.2,0.053,3.1780538303479458,3.22,0.38,11.6
5.8,0.23,0.27,1.8,0.043,3.2188758248682006,3.38,0.31,9.4
10.2,0.49,0.63,2.9,0.07200000000000001,2.3978952727983707,3.16,0.78,12.5
6.8,0.46,0.26,6.3,0.147,3.912023005428146,3.14,0.47,10.0
5.9,0.14,0.2,1.6,0.04,3.295836866004329,3.25,0.45,11.4
7.5,1.115,0.1,3.1,0.086,1.791759469228055,3.54,0.6,11.2
6.2,0.2,0.25,15.0,0.055,2.1972245773362196,3.19,0.53,9.6
6.5,0.36,0.31,13.55,0.053,3.044522437723423,3.2,0.56,11.0
6.5,0.41,0.64,11.8,0.065,4.189654742026425,3.12,0.51,8.9
6.7,0.19,0.32,3.7,0.040999999999999995,3.295836866004329,2.9,0.57,10.5
7.2,0.3,0.26,1.5,0.040999999999999995,3.8501476017100584,3.19,0.56,11.3
6.2,0.25,0.44,15.8,0.057,3.6888794541139363,3.14,0.51,9.2
7.1,0.59,0.02,2.3,0.08199999999999999,3.2188758248682006,3.55,0.53,9.7
8.4,0.17,0.31,5.4,0.052000000000000005,3.871201010907891,3.24,0.38,9.8
9.7,0.53,0.6,2.0,0.039,1.791759469228055,3.3,0.86,12.4
6.0,0.21,0.29,13.1,0.042,3.367295829986474,3.39,0.45,8.6
7.9,0.17,0.32,1.6,0.053,3.871201010907891,3.29,0.76,9.6
